EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:09:57,409	00:09:57,870	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.5 secs ]


EDL	00:09:57,870	00:10:03,540	| https://www.youtube.com/watch?v=h_W12HmsIMY |	So and Marga, how did you get cast in the film? You wrote Quentin the letter, is that right? Would that works made?
EDL	00:10:03,540	00:10:05,540	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Yeah, you should try it
EDL	00:10:05,540	00:10:09,660	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 4.1 secs ]
EDL	00:10:09,660	00:10:12,740	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Please carry on it actually was fairly easy as easy as that
EDL	00:10:12,740	00:10:13,649	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.9 secs ]
EDL	00:10:13,649	00:10:15,649	| https://www.youtube.com/watch?v=h_W12HmsIMY |	it worked out I yeah, I
EDL	00:10:15,649	00:10:16,589	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.9 secs ]
EDL	00:10:16,589	00:10:19,430	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Definitely didn't expect to it to work out
EDL	00:10:19,430	00:10:24,480	| https://www.youtube.com/watch?v=h_W12HmsIMY |	So well, I just wanted to let him know how much I love these movies and how it kind of
EDL	00:10:24,480	00:10:29,510	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Yeah, that shaped my childhood really in a big reason. What about that part?
EDL	00:10:29,510	00:10:37,740	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 8.2 secs ]
EDL	00:10:37,740	00:10:42,859	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Your old Margo I'm this old director, but that's but that's interesting Boyd is not
EDL	00:10:42,859	00:10:46,640	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 3.8 secs ]
EDL	00:10:46,640	00:10:48,640	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Shaped my twenties, okay
EDL	00:10:48,640	00:10:50,000	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.4 secs ]
EDL	00:10:50,000	00:10:52,000	| https://www.youtube.com/watch?v=h_W12HmsIMY |	And and we met up and
EDL	00:10:52,000	00:10:52,730	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:10:52,730	00:10:57,370	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Had lunch and chatted and he was like, do you know who Sharon Tate is and I was like, actually I do
EDL	00:10:57,370	00:11:02,110	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Yeah, and we spoke and then I got to read the script and I think it was a similar process
EDL	00:11:02,110	00:11:08,080	| https://www.youtube.com/watch?v=h_W12HmsIMY |	We all y'all go to sit and catch in Quentin's kitchen nook and read the sky was even allowed in the kitchen
EDL	00:11:08,080	00:11:12,400	| https://www.youtube.com/watch?v=h_W12HmsIMY |	I got sent to the back porch. Oh, really? I got food. Never really you got food. I got to
EDL	00:11:12,400	00:11:14,690	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 2.3 secs ]
EDL	00:11:14,690	00:11:16,960	| https://www.youtube.com/watch?v=h_W12HmsIMY |	You go she got food
EDL	00:11:16,960	00:11:20,420	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 3.5 secs ]
EDL	00:11:20,420	00:11:26,229	| https://www.youtube.com/watch?v=h_W12HmsIMY |	So the guys were relegated to out of the house what I left and I came back she's gonna sprawled out on the couch
EDL	00:11:26,229	00:11:34,070	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 7.8 secs ]
EDL	00:11:34,070	00:11:38,860	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Took me a long time and by the way, not not to hijack your story or to hijack
EDL	00:11:38,860	00:11:42,820	| https://www.youtube.com/watch?v=h_W12HmsIMY |	You surely you would get that. He had one script man. I went back a couple times
EDL	00:11:42,820	00:11:44,480	| https://www.youtube.com/watch?v=h_W12HmsIMY |	I don't got one back
EDL	00:11:44,480	00:11:49,360	| https://www.youtube.com/watch?v=h_W12HmsIMY |	But you know you get there the first time the scripts, you know, it's a little dog-eared here
EDL	00:11:49,360	00:11:53,199	| https://www.youtube.com/watch?v=h_W12HmsIMY |	There might be a little staying here by the time we came back the second time, you know, there's like coffee
EDL	00:11:53,199	00:12:02,690	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 9.5 secs ]
EDL	00:12:02,690	00:12:08,990	| https://www.youtube.com/watch?v=h_W12HmsIMY |	This is alive this is breathing document know you could you still have that one, you know, she's right
EDL	00:12:08,990	00:12:12,580	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Yeah, yeah. Sorry. I you were heading somewhere
EDL	00:12:12,580	00:12:15,800	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 3.2 secs ]
EDL	00:12:15,800	00:12:18,820	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Perfect and Leo you have this I would spoil what it is
EDL	00:12:18,820	00:12:25,030	| https://www.youtube.com/watch?v=h_W12HmsIMY |	We have this amazing scene with with with Luke Perry who plays a TV actor like as your characters
EDL	00:12:25,030	00:12:30,310	| https://www.youtube.com/watch?v=h_W12HmsIMY |	You know is essentially and sadly we lost him since the since the film was completed
EDL	00:12:30,310	00:12:32,170	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Could you talk a little bit about it about working with him?
EDL	00:12:32,170	00:12:38,649	| https://www.youtube.com/watch?v=h_W12HmsIMY |	I was just immediately struck by his his kindness and you know talking about being a native of Los Angeles
EDL	00:12:38,649	00:12:39,830	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.2 secs ]
EDL	00:12:39,830	00:12:45,879	| https://www.youtube.com/watch?v=h_W12HmsIMY |	being around this industry my entire life and really having it, you know in a lot of ways shaped Who I am I
EDL	00:12:45,879	00:12:46,760	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.9 secs ]
EDL	00:12:46,760	00:12:48,500	| https://www.youtube.com/watch?v=h_W12HmsIMY |	There was this immediate
EDL	00:12:48,500	00:12:53,110	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Excitement and seeing Luke Perry, you know unset it was incredible
EDL	00:12:53,110	00:12:57,580	| https://www.youtube.com/watch?v=h_W12HmsIMY |	I I remember being you know in my teens and he was the
EDL	00:12:57,580	00:12:57,980	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.4 secs ]
EDL	00:12:57,980	00:13:05,050	| https://www.youtube.com/watch?v=h_W12HmsIMY |	manifestation of the new dean on television then everyone was crazy about him and I act I felt this overwhelming feeling of kind of being
EDL	00:13:05,050	00:13:05,690	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.6 secs ]
EDL	00:13:05,690	00:13:11,559	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Starstruck, but then he and I got to sit down and talk about Los Angeles the 90s his life
EDL	00:13:11,559	00:13:12,080	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.5 secs ]
EDL	00:13:12,080	00:13:18,429	| https://www.youtube.com/watch?v=h_W12HmsIMY |	where he where his career gone were my career gone where his life had gone were my and I could I was just so
EDL	00:13:18,429	00:13:19,640	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.2 secs ]
EDL	00:13:19,640	00:13:23,290	| https://www.youtube.com/watch?v=h_W12HmsIMY |	How do I say this the kindness of his character?
EDL	00:13:23,290	00:13:31,000	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Just really I don't know it really. Uh, it really affected me when I heard that news. It was it was really heartbreaking
EDL	00:13:31,000	00:13:32,750	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.8 secs ]
EDL	00:13:32,750	00:13:34,750	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Incredibly generous human being

EDL	00:13:34,750	00:13:35,149	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.4 secs ]
EDL	00:13:35,149	00:13:38,890	| https://www.youtube.com/watch?v=h_W12HmsIMY |	And Brad, do you have I think believe this is sort of there's a bit of this in the trailer
EDL	00:13:38,890	00:13:43,299	| https://www.youtube.com/watch?v=h_W12HmsIMY |	But you have a fight scene at one point with is it Mike Mo who?
EDL	00:13:43,299	00:13:44,000	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:13:44,000	00:13:46,000	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Plays Bruce Lee
EDL	00:13:46,000	00:13:47,720	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.7 secs ]
EDL	00:13:47,720	00:13:49,720	| https://www.youtube.com/watch?v=h_W12HmsIMY |	What was what was that like
EDL	00:13:49,720	00:13:51,649	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.9 secs ]
EDL	00:13:51,649	00:13:53,630	| https://www.youtube.com/watch?v=h_W12HmsIMY |	There's pretty good fun
EDL	00:13:53,630	00:14:01,000	| https://www.youtube.com/watch?v=h_W12HmsIMY |	I love Mike most story because he was he was an actor who things were working out for him
EDL	00:14:01,000	00:14:02,540	| https://www.youtube.com/watch?v=h_W12HmsIMY |	So he'd moved away
EDL	00:14:02,540	00:14:06,790	| https://www.youtube.com/watch?v=h_W12HmsIMY |	To brace his family to provide for his family opened up a dojo and then heard about this
EDL	00:14:06,790	00:14:11,890	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Did he contact you is that huh? He didn't contact me I think contact eye contact Vicky yet
EDL	00:14:11,890	00:14:12,560	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:14:12,560	00:14:13,610	| https://www.youtube.com/watch?v=h_W12HmsIMY |	casting and
EDL	00:14:13,610	00:14:19,240	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Ends up getting the part he moves away and gets the part and comes back and does this and he he's brilliant
EDL	00:14:19,240	00:14:21,709	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Well, he tells it great. He tells a great story. So, okay
EDL	00:14:21,709	00:14:25,240	| https://www.youtube.com/watch?v=h_W12HmsIMY |	He's he said actually and this show in humans and everything
EDL	00:14:25,240	00:14:29,890	| https://www.youtube.com/watch?v=h_W12HmsIMY |	But basically he runs a dojo out of Wisconsin. And yeah and
EDL	00:14:29,890	00:14:30,829	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.9 secs ]
EDL	00:14:30,829	00:14:35,440	| https://www.youtube.com/watch?v=h_W12HmsIMY |	So he got the part and so he's gonna go back to Wisconsin boat
EDL	00:14:35,440	00:14:40,149	| https://www.youtube.com/watch?v=h_W12HmsIMY |	But he got the part soon enough that he could stay for a couple of days so he could be at the the script reading
EDL	00:14:40,149	00:14:41,300	| https://www.youtube.com/watch?v=h_W12HmsIMY |	hmm
EDL	00:14:41,300	00:14:44,649	| https://www.youtube.com/watch?v=h_W12HmsIMY |	So we just invite him to the script reading. So I want you to go and play Bruce
EDL	00:14:44,649	00:14:48,549	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Were you at the script reading and he's already got the part. He knows that so he shows up there
EDL	00:14:48,549	00:14:49,279	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:14:49,279	00:14:52,630	| https://www.youtube.com/watch?v=h_W12HmsIMY |	He doesn't really know who's in the movie. Is that right?
EDL	00:14:52,630	00:14:53,060	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Yeah
EDL	00:14:53,060	00:14:57,609	| https://www.youtube.com/watch?v=h_W12HmsIMY |	so he shows up there and then Brad walks through the door and
EDL	00:14:57,609	00:14:58,040	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.4 secs ]
EDL	00:14:58,040	00:15:03,790	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Then Leo walks through the door then Margo walks through the door and Al Pacino walks through the door and Brad
EDL	00:15:03,790	00:15:04,459	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:15:04,459	00:15:09,309	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Burt Reynolds walks through the door and the Barry walks through the door and Tim Allen is I
EDL	00:15:09,309	00:15:09,860	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.6 secs ]
EDL	00:15:09,860	00:15:14,769	| https://www.youtube.com/watch?v=h_W12HmsIMY |	And he's like flipping the f out. He's just uh, keep it cool
EDL	00:15:14,769	00:15:15,350	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.6 secs ]
EDL	00:15:15,350	00:15:19,809	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Just keep it cool. Don't let everybody know that you are freaking out the citizen
EDL	00:15:19,809	00:15:22,070	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 2.3 secs ]
EDL	00:15:22,070	00:15:25,439	| https://www.youtube.com/watch?v=h_W12HmsIMY |	That's a Hollywood story. Yeah, 


EDL	00:15:25,439	00:15:28,809	| https://www.youtube.com/watch?v=h_W12HmsIMY |	and there is I went to the Playboy Mansion I guess a few years before
EDL	00:15:28,809	00:15:30,440	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.6 secs ]
EDL	00:15:30,440	00:15:32,440	| https://www.youtube.com/watch?v=h_W12HmsIMY |	To interview, yeah
EDL	00:15:32,440	00:15:35,000	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 2.6 secs ]
EDL	00:15:35,000	00:15:38,740	| https://www.youtube.com/watch?v=h_W12HmsIMY |	But I was watching this there's a secret there's a dance sequences that one's more than a dance sequence
EDL	00:15:38,740	00:15:41,319	| https://www.youtube.com/watch?v=h_W12HmsIMY |	but the sequence was there was a party at the the
EDL	00:15:41,319	00:15:41,720	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.4 secs ]
EDL	00:15:41,720	00:15:45,590	| https://www.youtube.com/watch?v=h_W12HmsIMY |	mansion and I was sitting there thinking what that looks they've got a hell of a good job of
EDL	00:15:45,590	00:15:47,800	| https://www.youtube.com/watch?v=h_W12HmsIMY |	recreating the mansion and then I realized that it was like
EDL	00:15:47,800	00:15:52,130	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 4.3 secs ]
EDL	00:15:52,130	00:15:56,470	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Sitting next to a purist my friend, obviously the half days are over. What was it like shooting that?
EDL	00:15:56,470	00:16:00,260	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 3.8 secs ]
EDL	00:16:00,260	00:16:02,260	| https://www.youtube.com/watch?v=h_W12HmsIMY |	I'd been to the Playboy Mansion. I
EDL	00:16:02,260	00:16:08,750	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 6.5 secs ]
EDL	00:16:08,750	00:16:13,360	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Know where the grotto was and parelle
EDL	00:16:13,360	00:16:17,090	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 3.7 secs ]
EDL	00:16:17,090	00:16:19,090	| https://www.youtube.com/watch?v=h_W12HmsIMY |	And all the animals are there too
EDL	00:16:19,090	00:16:21,290	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 2.2 secs ]
EDL	00:16:21,290	00:16:23,290	| https://www.youtube.com/watch?v=h_W12HmsIMY |	That was just the actors
EDL	00:16:23,290	00:16:27,620	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 4.3 secs ]
EDL	00:16:27,620	00:16:30,310	| https://www.youtube.com/watch?v=h_W12HmsIMY |	What about the theater room didn't have a theater room yeah
EDL	00:16:30,310	00:16:31,040	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:16:31,040	00:16:33,040	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Yeah his theatre room was
EDL	00:16:33,040	00:16:33,770	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:16:33,770	00:16:38,020	| https://www.youtube.com/watch?v=h_W12HmsIMY |	You know when she comes walking in dancing by the two stairs hits theater room was just back there
EDL	00:16:38,020	00:16:40,840	| https://www.youtube.com/watch?v=h_W12HmsIMY |	I think they just all set on couches in the head of training on the wall
EDL	00:16:40,840	00:16:41,960	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.1 secs ]
EDL	00:16:41,960	00:16:43,610	| https://www.youtube.com/watch?v=h_W12HmsIMY |	no, it was a
EDL	00:16:43,610	00:16:45,610	| https://www.youtube.com/watch?v=h_W12HmsIMY |	It was just fun. It was fun
EDL	00:16:45,610	00:16:45,980	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.4 secs ]
EDL	00:16:45,980	00:16:49,119	| https://www.youtube.com/watch?v=h_W12HmsIMY |	iconic it suggested a Hollywood of a different time and
EDL	00:16:49,119	00:16:51,590	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 2.5 secs ]
EDL	00:16:51,590	00:16:56,199	| https://www.youtube.com/watch?v=h_W12HmsIMY |	And you know and then 69 you could go to the Playboy Mansion and
EDL	00:16:56,199	00:16:57,890	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.7 secs ]
EDL	00:16:57,890	00:17:04,690	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Mama Cass could be sitting there next to Sharon Tate sitting there next to Tony Curtis and
EDL	00:17:04,690	00:17:06,230	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.5 secs ]
EDL	00:17:06,230	00:17:11,830	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Mati Murphy or something like, you know it he kind of covered the whole thing. In fact, apparently I found that like, um
EDL	00:17:11,830	00:17:12,410	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.6 secs ]
EDL	00:17:12,410	00:17:14,410	| https://www.youtube.com/watch?v=h_W12HmsIMY |	When Hef would do is movie nights. I knew a
EDL	00:17:14,410	00:17:15,140	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.7 secs ]
EDL	00:17:15,140	00:17:21,040	| https://www.youtube.com/watch?v=h_W12HmsIMY |	Female friend of mine who showed up at a couple of them's because well they were really great, but they weren't hip
EDL	00:17:21,040	00:17:21,380	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.3 secs ]
EDL	00:17:21,380	00:17:26,650	| https://www.youtube.com/watch?v=h_W12HmsIMY |	That was what was neat about I mean was winning when he meeting is well, it's all these like cool old actors
EDL	00:17:26,650	00:17:28,650	| https://www.youtube.com/watch?v=h_W12HmsIMY |	So it's like, you know
EDL	00:17:28,650	00:17:29,450	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 0.8 secs ]
EDL	00:17:29,450	00:17:31,450	| https://www.youtube.com/watch?v=h_W12HmsIMY |	79 year old Robert Kulp
EDL	00:17:31,450	00:17:32,750	| https://www.youtube.com/watch?v=h_W12HmsIMY |	[ SPACE 1.3 secs ]
EDL	00:17:32,750	00:17:37,840	| https://www.youtube.com/watch?v=h_W12HmsIMY |	The you know is always like all these like really cool actors from the 60s that we're friends of Hefner's then who still go to
EDL	00:17:37,840	00:17:41,709	| https://www.youtube.com/watch?v=h_W12HmsIMY |	The Playboy Mansion to see the new movies with Hef and they've all gotten older but it's all
